url,title,pubDate,articleID,section,commentCount,views,articleAge,shares,alive
http://www.nytimes.com/2013/04/26/opinion/debt-growth-and-the-austerity-debate.html,"Debt, Growth and the Austerity Debate",2013-04-26,100000002192770,Opinion,21,73349,0,872,0
http://www.nytimes.com/2013/04/29/us/asians-now-largest-immigrant-group-in-southern-california.html,New Suburban Dream Born of Asia and Southern California,2013-04-29,100000002196921,U.S.,0,132855,0,1374,1
http://www.nytimes.com/2013/04/28/magazine/the-problem-with-how-we-treat-bipolar-disorder.html,The Problem With How We Treat Bipolar Disorder,2013-04-28,100000002184918,Magazine,16,57593,1,1805,1
http://www.nytimes.com/2013/04/26/business/media/new-great-gatsby-book-carries-a-hollywood-look.html,Judging ‘Gatsby’ by Its Cover(s),2013-04-26,100000002193002,Business Day,12,74219,0,1014,0
http://www.nytimes.com/2013/04/28/nyregion/holocaust-survivor-left-an-estate-worth-almost-40-million-but-no-heirs.html,"He Left a Fortune, to No One",2013-04-28,100000002193326,N.Y. / Region,0,61778,1,490,1
http://www.nytimes.com/2013/04/28/world/asia/bernard-bajolet-leaving-afghanistan-has-his-say.html,Departing French Envoy Has Frank Words on Afghanistan,2013-04-28,100000002192344,World,0,75272,0,657,0
http://www.nytimes.com/2013/04/28/business/economy/pension-loans-drive-retirees-into-more-debt.html,Loans Borrowed Against Pensions Squeeze Retirees,2013-04-28,100000002195864,Business Day,14,65221,0,700,0
http://www.nytimes.com/2013/04/28/opinion/sunday/diagnosing-the-wrong-deficit.html,Diagnosing the Wrong Deficit,2013-04-28,100000002195110,Opinion,10,123416,1,4249,1
http://theater.nytimes.com/2013/04/26/theater/reviews/pippin-directed-by-diane-paulus-at-the-music-box-theater.html,"The Old Razzle-Dazzle, Fit for a Prince",2013-04-26,100000002192560,Theater,0,41477,0,500,0
http://www.nytimes.com/2013/04/28/us/shot-at-boxing-title-denied-tamerlan-tsarnaev-reeled.html,"A Battered Dream, Then a Violent Path",2013-04-28,100000002195946,U.S.,0,148525,0,831,0
http://www.nytimes.com/2013/04/27/us/in-rural-georgia-students-step-up-to-offer-integrated-prom.html,A Racial Divide Closes as Students Step Up,2013-04-27,100000002193949,U.S.,0,163127,0,1956,0
http://www.nytimes.com/2013/04/27/nyregion/in-new-york-the-death-of-a-countess-in-exile.html,The Death of a Countess in Exile,2013-04-27,100000002195207,N.Y. / Region,87,52472,0,657,0
http://www.nytimes.com/2013/04/28/us/hunting-ranches-resist-efforts-to-curb-feral-swine.html,When One Man’s Game Is Also a Marauding Pest,2013-04-28,100000002185009,U.S.,0,67413,0,747,0
